Run,manSellers,Buyers,manBuyers,Sellers,riskAversion,maxRounds,Trades,manTarget,actualPrice,finalPrice
308,0,999,250,999,0.75,2500,0,66,0,0
309,0,999,250,999,0.75,2500,524,3,50,41.17082626331314
310,0,999,250,999,0.75,2500,514,50,0,59.586018705674064
311,0,999,250,999,0.75,5000,720,26,0,62.94508344817446
312,0,999,250,999,0.75,5000,741,82,0,61.62765755986998
313,0,999,250,999,0.75,5000,726,6,100,56.388435737436126
314,0,999,250,999,0.75,5000,740,92,0,52.144130336489816
315,0,999,250,999,0.75,5000,0,85,0,0
316,0,999,250,999,0.75,5000,748,21,0,59.23829086568266
317,0,999,250,999,0.75,5000,765,88,0,55.19813696435546
318,0,999,250,999,0.75,5000,732,96,0,69.20455655153256
319,0,999,250,999,0.75,5000,753,46,50,65.69741402989783
320,0,999,250,999,0.75,5000,0,23,0,0
321,250,498,0,498,0.25,2500,0,100,0,0
322,250,498,0,498,0.25,2500,398,60,0,29.89784712478644
323,250,498,0,498,0.25,2500,403,7,50,48.307435022835904
324,250,498,0,498,0.25,2500,0,99,0,0
325,250,498,0,498,0.25,2500,0,11,50,0
326,250,498,0,498,0.25,2500,393,65,50,25
327,250,498,0,498,0.25,2500,418,69,0,58.44856793893609
328,250,498,0,498,0.25,2500,0,87,0,0
329,250,498,0,498,0.25,2500,0,49,0,0
330,250,498,0,498,0.25,2500,387,68,100,30.819411003718557
331,250,498,0,498,0.25,5000,458,81,50,34.623020607284914
332,250,498,0,498,0.25,5000,464,43,0,33.560778572084104
333,250,498,0,498,0.25,5000,453,76,0,27.680167773618244
334,250,498,0,498,0.25,5000,498,5,50,19.85855869259492
335,250,498,0,498,0.25,5000,493,91,0,19.999999999999996
336,250,498,0,498,0.25,5000,495,12,0,25
337,250,498,0,498,0.25,5000,0,20,50,0
338,250,498,0,498,0.25,5000,441,22,0,25.9074953249853
339,250,498,0,498,0.25,5000,498,28,100,11.06581673699595
340,250,498,0,498,0.25,5000,0,75,100,0
341,250,498,0,498,0.75,2500,0,63,0,0
342,250,498,0,498,0.75,2500,0,23,100,0
343,250,498,0,498,0.75,2500,0,3,100,0
344,250,498,0,498,0.75,2500,0,22,100,0
345,250,498,0,498,0.75,2500,0,9,50,0
346,250,498,0,498,0.75,2500,0,30,0,0
347,250,498,0,498,0.75,2500,392,79,50,48.59196796922712
348,250,498,0,498,0.75,2500,419,45,50,37.7385256074826
349,250,498,0,498,0.75,2500,0,93,0,0
350,250,498,0,498,0.75,2500,402,71,0,30.768236986951113
351,250,498,0,498,0.75,5000,0,3,50,0
352,250,498,0,498,0.75,5000,446,30,0,33.65326940676133
353,250,498,0,498,0.75,5000,498,19,100,12.10589716616109
354,250,498,0,498,0.75,5000,0,97,100,0
355,250,498,0,498,0.75,5000,497,99,100,7.927530509487636
356,250,498,0,498,0.75,5000,0,4,0,0
357,250,498,0,498,0.75,5000,0,15,50,0
358,250,498,0,498,0.75,5000,0,22,0,0
359,250,498,0,498,0.75,5000,497,56,0,19.02080680592958
360,250,498,0,498,0.75,5000,0,49,0,0
361,250,498,0,999,0.25,2500,371,77,0,24.961460061138418
362,250,498,0,999,0.25,2500,0,14,100,0
363,250,498,0,999,0.25,2500,0,59,0,0
364,250,498,0,999,0.25,2500,366,75,100,25
365,250,498,0,999,0.25,2500,392,56,0,25.104305702248272
366,250,498,0,999,0.25,2500,386,19,0,25.370255541511142
367,250,498,0,999,0.25,2500,395,80,50,31.196240147718413
368,250,498,0,999,0.25,2500,0,4,50,0
369,250,498,0,999,0.25,2500,0,43,0,0
370,250,498,0,999,0.25,2500,0,81,100,0
371,250,498,0,999,0.25,5000,0,86,0,0
372,250,498,0,999,0.25,5000,491,78,0,21.858508436246932
373,250,498,0,999,0.25,5000,0,16,0,0
374,250,498,0,999,0.25,5000,0,83,0,0
375,250,498,0,999,0.25,5000,484,65,50,22.289156626506035
376,250,498,0,999,0.25,5000,487,51,100,23.320896259494226
377,250,498,0,999,0.25,5000,0,10,100,0
378,250,498,0,999,0.25,5000,490,3,0,23.4375
379,250,498,0,999,0.25,5000,488,53,50,22.058823529411768
380,250,498,0,999,0.25,5000,489,28,0,22.29729729729729
381,250,498,0,999,0.75,2500,357,46,0,24.539362888685382
382,250,498,0,999,0.75,2500,365,35,0,26.73399655035486
383,250,498,0,999,0.75,2500,0,33,100,0
384,250,498,0,999,0.75,2500,370,91,100,27.594745637336544
385,250,498,0,999,0.75,2500,0,81,0,0
386,250,498,0,999,0.75,2500,0,1,0,0
387,250,498,0,999,0.75,2500,0,79,50,0
388,250,498,0,999,0.75,2500,0,58,50,0
389,250,498,0,999,0.75,2500,0,25,100,0
390,250,498,0,999,0.75,2500,0,72,100,0
391,250,498,0,999,0.75,5000,0,45,50,0
392,250,498,0,999,0.75,5000,489,79,100,21.056254271435012
393,250,498,0,999,0.75,5000,486,90,50,19.977775172854642
394,250,498,0,999,0.75,5000,0,30,100,0
395,250,498,0,999,0.75,5000,0,24,100,0
396,250,498,0,999,0.75,5000,491,89,0,21.022865428987465
397,250,498,0,999,0.75,5000,0,82,100,0
398,250,498,0,999,0.75,5000,0,62,100,0
399,250,498,0,999,0.75,5000,487,30,0,21.279041430810068
400,250,498,0,999,0.75,5000,489,9,50,20.655199227968893
401,250,498,250,498,0.25,2500,0,98,100,0
402,250,498,250,498,0.25,2500,517,97,50,45.212549228583924
403,250,498,250,498,0.25,2500,511,73,50,75
404,250,498,250,498,0.25,2500,520,57,0,38.89204029033844
405,250,498,250,498,0.25,2500,534,97,50,52.71815003320995
406,250,498,250,498,0.25,2500,521,60,50,56.93333525047321
407,250,498,250,498,0.25,2500,496,65,50,49.90034784948574
408,250,498,250,498,0.25,2500,0,61,100,0
409,250,498,250,498,0.25,2500,504,75,0,51.2656814074536
410,250,498,250,498,0.25,2500,516,36,0,48.95744545925363
411,250,498,250,498,0.25,5000,584,34,100,49.999472284797676
412,250,498,250,498,0.25,5000,597,29,0,49.659956229401374
413,250,498,250,498,0.25,5000,590,89,100,50
414,250,498,250,498,0.25,5000,0,27,50,0
415,250,498,250,498,0.25,5000,0,89,0,0
416,250,498,250,498,0.25,5000,580,14,50,47.03982899233556
417,250,498,250,498,0.25,5000,0,88,50,0
418,250,498,250,498,0.25,5000,598,70,50,43.71417997616464
419,250,498,250,498,0.25,5000,589,100,50,46.976022344042434
420,250,498,250,498,0.25,5000,601,62,50,46.397962494558726
421,250,498,250,498,0.75,2500,517,99,50,40.26863405298393
422,250,498,250,498,0.75,2500,0,24,100,0
423,250,498,250,498,0.75,2500,0,50,50,0
424,250,498,250,498,0.75,2500,524,73,100,45.51578984927206
425,250,498,250,498,0.75,2500,504,10,0,46.312333116178316
426,250,498,250,498,0.75,2500,0,36,100,0
427,250,498,250,498,0.75,2500,0,33,100,0
428,250,498,250,498,0.75,2500,0,34,100,0
429,250,498,250,498,0.75,2500,516,82,100,38.2164861725468
430,250,498,250,498,0.75,2500,528,54,0,51.455857464924215
431,250,498,250,498,0.75,5000,0,89,50,0
432,250,498,250,498,0.75,5000,0,47,100,0
433,250,498,250,498,0.75,5000,590,59,50,43.45478145438429
434,250,498,250,498,0.75,5000,570,15,50,43.7132664657091
435,250,498,250,498,0.75,5000,573,58,100,36.003531036412326
436,250,498,250,498,0.75,5000,595,99,100,36.51104605291636
437,250,498,250,498,0.75,5000,576,77,50,0
438,250,498,250,498,0.75,5000,0,95,0,0
439,250,498,250,498,0.75,5000,0,76,50,0
440,250,498,250,498,0.75,5000,0,78,0,0
441,250,498,250,999,0.25,2500,447,27,0,65.7554176544634
442,250,498,250,999,0.25,2500,496,99,100,24.447209271233593
443,250,498,250,999,0.25,2500,0,29,50,0
444,250,498,250,999,0.25,2500,470,47,50,47.729908735328294
445,250,498,250,999,0.25,2500,458,8,100,44.10823204200638
446,250,498,250,999,0.25,2500,0,82,0,0
447,250,498,250,999,0.25,2500,0,82,0,0
448,250,498,250,999,0.25,2500,439,78,50,52.650070165739514
449,250,498,250,999,0.25,2500,436,51,0,46.11836112465237
450,250,498,250,999,0.25,2500,472,84,0,25.516673219610897
451,250,498,250,999,0.25,5000,612,22,0,25
452,250,498,250,999,0.25,5000,664,90,100,23.70766688697844
453,250,498,250,999,0.25,5000,662,27,100,44.95222835697828
454,250,498,250,999,0.25,5000,658,58,100,39.94822487875134
455,250,498,250,999,0.25,5000,0,91,100,0
456,250,498,250,999,0.25,5000,687,95,100,25
457,250,498,250,999,0.25,5000,642,8,0,25.822125963676033
458,250,498,250,999,0.25,5000,679,24,50,22.975985897280832
459,250,498,250,999,0.25,5000,675,21,50,39.413018031147665
460,250,498,250,999,0.25,5000,0,91,100,0
461,250,498,250,999,0.75,2500,0,42,0,0
462,250,498,250,999,0.75,2500,0,24,0,0
463,250,498,250,999,0.75,2500,471,89,100,27.66391525762709
464,250,498,250,999,0.75,2500,439,45,0,29.905886943258693
465,250,498,250,999,0.75,2500,485,28,50,43.66961620508045
466,250,498,250,999,0.75,2500,0,6,50,0
467,250,498,250,999,0.75,2500,0,48,50,0
468,250,498,250,999,0.75,2500,0,35,100,0
469,250,498,250,999,0.75,2500,434,24,50,31.57418010118613
470,250,498,250,999,0.75,2500,0,2,100,0
471,250,498,250,999,0.75,5000,0,0,100,0
472,250,498,250,999,0.75,5000,653,24,100,24.7616066891979
473,250,498,250,999,0.75,5000,0,25,100,0
474,250,498,250,999,0.75,5000,0,52,50,0
475,250,498,250,999,0.75,5000,0,47,50,0
476,250,498,250,999,0.75,5000,692,81,50,21.519781599478932
477,250,498,250,999,0.75,5000,649,82,100,23.33924267529423
478,250,498,250,999,0.75,5000,623,23,100,25.38081053544697
479,250,498,250,999,0.75,5000,0,7,0,0
480,250,498,250,999,0.75,5000,560,17,0,34.78152827953095
481,250,999,0,498,0.25,2500,487,95,50,50
482,250,999,0,498,0.25,2500,489,16,50,68.96256721152581
483,250,999,0,498,0.25,2500,486,59,50,31.144833368881155
484,250,999,0,498,0.25,2500,458,88,0,50.00540669668084
485,250,999,0,498,0.25,2500,0,99,0,0
486,250,999,0,498,0.25,2500,471,22,100,73.54170438312227
487,250,999,0,498,0.25,2500,475,29,100,62.29418411848566
488,250,999,0,498,0.25,2500,490,77,0,48.821908113426964
489,250,999,0,498,0.25,2500,472,13,50,67.76244922509856
490,250,999,0,498,0.25,2500,461,53,50,53.12925416288236
491,250,999,0,498,0.25,5000,619,58,0,71.15959632764398
492,250,999,0,498,0.25,5000,0,33,50,0
493,250,999,0,498,0.25,5000,629,65,50,50.00000144192378
494,250,999,0,498,0.25,5000,0,44,0,0
495,250,999,0,498,0.25,5000,635,26,0,50.00000000000001
496,250,999,0,498,0.25,5000,634,96,50,62.70201260411838
497,250,999,0,498,0.25,5000,600,24,0,57.26399849368792
498,250,999,0,498,0.25,5000,0,72,50,0
499,250,999,0,498,0.25,5000,623,49,100,50
500,250,999,0,498,0.25,5000,624,34,50,53.424568256299565
501,250,999,0,498,0.75,2500,516,66,50,55.48537323686254
502,250,999,0,498,0.75,2500,481,81,50,52.47681725930552
503,250,999,0,498,0.75,2500,497,98,0,54.10413638522201
504,250,999,0,498,0.75,2500,516,56,0,55.06930226495949
505,250,999,0,498,0.75,2500,512,22,0,53.27172703262066
506,250,999,0,498,0.75,2500,0,87,50,0
507,250,999,0,498,0.75,2500,0,79,100,0
508,250,999,0,498,0.75,2500,0,55,100,0
509,250,999,0,498,0.75,2500,497,69,50,61.177675715334146
510,250,999,0,498,0.75,2500,486,12,0,64.51832805189727
511,250,999,0,498,0.75,5000,0,99,50,0
512,250,999,0,498,0.75,5000,650,89,0,52.38665082484028
513,250,999,0,498,0.75,5000,0,48,100,0
514,250,999,0,498,0.75,5000,643,31,50,49.99999059132945
515,250,999,0,498,0.75,5000,642,50,0,49.93012825913599
516,250,999,0,498,0.75,5000,647,88,100,50.19942596797531
517,250,999,0,498,0.75,5000,644,33,0,51.57545799088783
518,250,999,0,498,0.75,5000,638,83,0,61.03045464663412
519,250,999,0,498,0.75,5000,641,94,100,59.89618653076508
520,250,999,0,498,0.75,5000,635,47,100,51.98116786188879
521,250,999,0,999,0.25,2500,0,92,0,0
522,250,999,0,999,0.25,2500,527,54,0,33.11328581311149
523,250,999,0,999,0.25,2500,534,25,0,62.94485893442808
524,250,999,0,999,0.25,2500,539,44,0,75
525,250,999,0,999,0.25,2500,522,9,0,50.790471918243526
526,250,999,0,999,0.25,2500,527,50,100,24.615384615384613
527,250,999,0,999,0.25,2500,0,91,0,0
528,250,999,0,999,0.25,2500,536,2,100,53.83423558499579
529,250,999,0,999,0.25,2500,543,95,0,35.64342177173257
530,250,999,0,999,0.25,2500,520,74,0,55.99694668065642
531,250,999,0,999,0.25,5000,786,49,50,39.70730085430111
532,250,999,0,999,0.25,5000,772,34,100,46.26997763508043
533,250,999,0,999,0.25,5000,781,77,50,50
534,250,999,0,999,0.25,5000,776,61,100,46.91455434656396
535,250,999,0,999,0.25,5000,770,75,100,33.249879198229785
536,250,999,0,999,0.25,5000,793,94,0,33.18807906144507
537,250,999,0,999,0.25,5000,774,50,50,52.80376388477881
538,250,999,0,999,0.25,5000,0,83,0,0
539,250,999,0,999,0.25,5000,783,65,0,28.122583874665906
540,250,999,0,999,0.25,5000,772,36,50,48
541,250,999,0,999,0.75,2500,0,92,50,0
542,250,999,0,999,0.75,2500,549,3,100,54.56095397412415
543,250,999,0,999,0.75,2500,550,39,50,51.0199992967911
544,250,999,0,999,0.75,2500,0,79,0,0
545,250,999,0,999,0.75,2500,0,29,0,0
546,250,999,0,999,0.75,2500,553,66,0,35.0324208583023
547,250,999,0,999,0.75,2500,0,18,0,0
548,250,999,0,999,0.75,2500,550,52,0,28.9122698767863
549,250,999,0,999,0.75,2500,546,62,100,43.4757736545024
550,250,999,0,999,0.75,2500,551,100,50,50.12764248506682
551,250,999,0,999,0.75,5000,803,84,100,53.28638573016882
552,250,999,0,999,0.75,5000,795,52,50,27.14002090358158
553,250,999,0,999,0.75,5000,813,61,0,35.449037453867895
554,250,999,0,999,0.75,5000,789,4,100,28.076490833045938
555,250,999,0,999,0.75,5000,0,99,100,0
556,250,999,0,999,0.75,5000,809,98,0,29.058526103701606
557,250,999,0,999,0.75,5000,811,46,50,26.94411112926223
558,250,999,0,999,0.75,5000,818,0,50,28.000048942823703
559,250,999,0,999,0.75,5000,814,15,0,25.112849607341012
560,250,999,0,999,0.75,5000,805,82,0,35.57515554435706
561,250,999,250,498,0.25,2500,474,53,0,72.07436923721575
562,250,999,250,498,0.25,2500,483,26,100,70.36383091666245
563,250,999,250,498,0.25,2500,492,80,0,67.63414403173502
564,250,999,250,498,0.25,2500,485,81,0,75
565,250,999,250,498,0.25,2500,480,93,100,50.01480117650962
566,250,999,250,498,0.25,2500,474,8,100,68.35436207101245
567,250,999,250,498,0.25,2500,488,1,100,74.35668050377113
568,250,999,250,498,0.25,2500,478,62,100,52.62461273865014
569,250,999,250,498,0.25,2500,501,85,100,68.6160447520549
570,250,999,250,498,0.25,2500,475,35,50,48.74717377503287
571,250,999,250,498,0.25,5000,648,52,0,49.059031922822996
572,250,999,250,498,0.25,5000,663,24,0,54.49781953867766
573,250,999,250,498,0.25,5000,656,51,0,73.4254598554333
574,250,999,250,498,0.25,5000,647,7,100,74.94694808935941
575,250,999,250,498,0.25,5000,654,60,50,57.519634379975415
576,250,999,250,498,0.25,5000,0,81,100,0
577,250,999,250,498,0.25,5000,0,46,100,0
578,250,999,250,498,0.25,5000,649,86,100,74.93728782904513
579,250,999,250,498,0.25,5000,648,94,0,62.86761269436932
580,250,999,250,498,0.25,5000,643,44,100,65.3035224713864
581,250,999,250,498,0.75,2500,460,15,100,71.17071312643336
582,250,999,250,498,0.75,2500,493,56,0,55.79185048968158
583,250,999,250,498,0.75,2500,493,64,0,66.80296385903296
584,250,999,250,498,0.75,2500,492,41,50,53.002863239238536
585,250,999,250,498,0.75,2500,0,59,100,0
586,250,999,250,498,0.75,2500,0,16,50,0
587,250,999,250,498,0.75,2500,0,38,0,0
588,250,999,250,498,0.75,2500,0,91,0,0
589,250,999,250,498,0.75,2500,0,48,100,0
590,250,999,250,498,0.75,2500,494,7,0,50.315107415361446
591,250,999,250,498,0.75,5000,648,65,50,67.21350367027877
592,250,999,250,498,0.75,5000,0,61,50,0
593,250,999,250,498,0.75,5000,638,34,0,69.44951785301161
594,250,999,250,498,0.75,5000,0,59,100,0
595,250,999,250,498,0.75,5000,653,53,100,52.614385574141764
596,250,999,250,498,0.75,5000,646,92,100,72.46042629309841
597,250,999,250,498,0.75,5000,659,58,100,71.11912154958915
598,250,999,250,498,0.75,5000,654,59,50,66.17858326430193
599,250,999,250,498,0.75,5000,0,2,100,0
600,250,999,250,498,0.75,5000,640,37,0,59.44470008000889
601,250,999,250,999,0.25,2500,554,100,100,56.91310262607132
602,250,999,250,999,0.25,2500,0,30,0,0
603,250,999,250,999,0.25,2500,561,77,100,35.17831797882936
604,250,999,250,999,0.25,2500,568,63,100,32.667521725141626
605,250,999,250,999,0.25,2500,0,92,50,0
606,250,999,250,999,0.25,2500,566,23,50,59.98840436909235
607,250,999,250,999,0.25,2500,577,90,100,34.26105521536554
608,250,999,250,999,0.25,2500,552,92,0,64.63380664776146
609,250,999,250,999,0.25,2500,567,84,50,65.16750141390219
610,250,999,250,999,0.25,2500,574,37,50,45.29420535371398
611,250,999,250,999,0.25,5000,900,80,100,37.033447076021744
612,250,999,250,999,0.25,5000,889,35,100,68.63121796073423
613,250,999,250,999,0.25,5000,903,38,50,49.978508147480454
614,250,999,250,999,0.25,5000,892,27,50,72.17282913257651
615,250,999,250,999,0.25,5000,909,78,0,42.50165057683701
616,250,999,250,999,0.25,5000,896,88,0,50
617,250,999,250,999,0.25,5000,898,35,100,49.70356128896261
618,250,999,250,999,0.25,5000,877,84,0,50
619,250,999,250,999,0.25,5000,886,49,50,50.049435210983816
620,250,999,250,999,0.25,5000,900,27,100,50
621,250,999,250,999,0.75,2500,553,87,0,46.53104977872313
622,250,999,250,999,0.75,2500,571,40,100,43.643933598002675
623,250,999,250,999,0.75,2500,565,61,50,57.49687917648976
624,250,999,250,999,0.75,2500,0,84,100,0
625,250,999,250,999,0.75,2500,570,23,50,54.69961726765343
626,250,999,250,999,0.75,2500,576,80,100,48.29433180001553
627,250,999,250,999,0.75,2500,581,30,0,46.456184494691556
628,250,999,250,999,0.75,2500,0,70,0,0
629,250,999,250,999,0.75,2500,563,67,0,46.900189949338326
630,250,999,250,999,0.75,2500,0,46,50,0
631,250,999,250,999,0.75,5000,0,99,50,0
632,250,999,250,999,0.75,5000,904,83,100,40.48093335959908
633,250,999,250,999,0.75,5000,913,85,50,30.466053967617515
634,250,999,250,999,0.75,5000,0,80,50,0
635,250,999,250,999,0.75,5000,904,36,0,46.98345256717165
636,250,999,250,999,0.75,5000,915,37,50,46.94092738035327
637,250,999,250,999,0.75,5000,913,62,0,42.50068793279219
638,250,999,250,999,0.75,5000,902,48,50,42.876822170138325
639,250,999,250,999,0.75,5000,0,59,0,0
640,250,999,250,999,0.75,5000,914,61,0,43.959215649134194
